item_nm,cost,item_dtl_dv,tier,dmg,dfs,cri,con,accuracy_rate,point_rate,weight,speed,ctype(분류),stype1(원근부위),stype2(성별),clyn,order,img_src,illegal,size,_id
[CL] 청룡언월도,0,미늘창,7,6206,0,17,0,0.6,0,125,32,1,2,1,Y,28,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/4002.gif,N,중형,5b359607ce52634c605eb9ff
[CL] 청룡해머,0,둔기,7,38917,0,18,0,0.6,0.3,210,23,1,2,1,Y,30,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/134.gif,N,중형,5b359607ce52634c605eba00
[CL] 청룡검,0,도검,7,32549,0,23,0,0.67,0.6,135,70,1,2,1,Y,31,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/4065.gif,N,소형,5b359607ce52634c605eba01
[CL] 청룡도끼,0,도끼,7,32251,0,24,0,0.64,0.45,170,31,1,2,1,Y,32,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/4062.gif,N,중형,5b359607ce52634c605eba02
[CL] 노틸러스 스피어,0,장창,8,12066,0,21,0,0.62,0.6,130,70,1,2,1,Y,33,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/156.gif,N,소형,5b359607ce52634c605eba03
[CL] 노틸러스 해머,0,둔기,8,49951,0,16,0,0.57,0.3,250,19,1,2,1,Y,34,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/157.gif,N,중형,5b359607ce52634c605eba04
[CL] 노틸러스 소드,0,도검,8,40656,0,22,0,0.64,0.65,160,70,1,2,1,Y,35,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/159.gif,N,소형,5b359607ce52634c605eba05
[CL] 노틸러스 엑스,0,도끼,8,41346,0,23,0,0.61,0.4,215,27,1,2,1,Y,36,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/158.gif,N,중형,5b359607ce52634c605eba06
[CL] 노틸러스 핼버드,0,미늘창,8,7763,0,16,0,0.56,0,198,30,1,2,1,Y,37,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/160.gif,N,중형,5b359607ce52634c605eba07
[CL] Deathly Lance,0,장창,9,14788,0,20,0,0.61,0.5,180,66,1,2,1,Y,39,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/331.gif,N,소형,5b359607ce52634c605eba08
[CL] Deathly Hammer,0,둔기,9,62367,0,16,0,0.56,0.3,320,17,1,2,1,Y,40,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/328.gif,N,중형,5b359607ce52634c605eba09
[CL] Deathly Blade,0,도검,9,50856,0,22,0,0.63,0.55,195,66,1,2,1,Y,41,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/329.gif,N,소형,5b359607ce52634c605eba0a
[CL] Deathly Axe,0,도끼,9,51874,0,22,0,0.6,0.5,270,24,1,2,1,Y,42,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/330.gif,N,중형,5b359607ce52634c605eba0b
[CL] Deathly Harvester,0,미늘창,9,9520,0,15,0,0.54,0,220,27,1,2,1,Y,43,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/4003.gif,N,중형,5b359607ce52634c605eba0c
[CL] the Spear of SIN,0,장창,10,18174,0,20,0,0.6,0.55,240,60,1,2,1,Y,45,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/388.gif,N,소형,5b359607ce52634c605eba0d
[CL] the Mace of SIN,0,둔기,10,77253,0,15,0,0.55,0.25,360,16,1,2,1,Y,46,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/392.gif,N,중형,5b359607ce52634c605eba0e
[CL] the Sword of SIN,0,도검,10,62332,0,22,0,0.62,0.5,260,60,1,2,1,Y,47,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/401.gif,N,소형,5b359607ce52634c605eba0f
[CL] the AXE of SIN,0,도끼,10,65080,0,21,0,0.59,0.55,320,21,1,2,1,Y,48,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/402.gif,N,중형,5b359607ce52634c605eba10
[CL] the Weapon of SIN,0,미늘창,10,11706,0,14,0,0.52,0,320,25,1,2,1,Y,49,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/wp3_33.gif,N,중형,5b359607ce52634c605eba11
