item_nm,cost,item_dtl_dv,tier,dmg,dfs,cri,con,accuracy_rate,point_rate,weight,speed,ctype(분류),stype1(원근부위),stype2(성별),clyn,order,img_src,illegal,size,_id
Deathly Hammer,815000000,둔기,9,31180,0,16,0,0.56,0.3,320,1,1,2,1,N,101040,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/328.gif,N,중형,5b35917aa844441bf88b2741
Deathly Blade,1050000000,도검,9,25417,0,22,0,0.63,0.55,195,1,1,2,1,N,101041,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/329.gif,N,소형,5b35917aa844441bf88b2742
Deathly Axe,1350000000,도끼,9,25927,0,22,0,0.6,0.5,270,1,1,2,1,N,101042,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/330.gif,N,중형,5b35917aa844441bf88b2743
Deathly Harvester,1499000000,미늘창,9,4949,0,15,0,0.54,0,220,1,1,2,1,N,101043,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/4003.gif,N,중형,5b35917aa844441bf88b2744
Deathly Harvester(경량),1499000000,미늘창,9,5039,0,15,0,0.54,0,176,1,1,2,1,N,101044,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/4003.gif,N,소형,5b35917aa844441bf88b2745
the Spear of SIN,1610000000,장창,10,3452,0,18,0,0.6,0.55,240,1,1,2,1,N,101045,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/388.gif,N,소형,5b35917aa844441bf88b2746
the Mace of SIN,2100000000,둔기,10,38590,0,15,0,0.55,0.25,360,1,1,2,1,N,101046,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/392.gif,N,중형,5b35917aa844441bf88b2747
the Sword of SIN,2850000000,도검,10,31813,0,22,0,0.62,0.5,260,1,1,2,1,N,101047,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/401.gif,N,소형,5b35917aa844441bf88b2748
the AXE of SIN,3990000000,도끼,10,32503,0,21,0,0.59,0.55,320,1,1,2,1,N,101048,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/402.gif,N,중형,5b35917aa844441bf88b2749
the Weapon of SIN,4492000000,미늘창,10,6203,0,14,0,0.52,0,320,1,1,2,1,N,101049,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/wp3_33.gif,N,중형,5b35917aa844441bf88b274a
Gaia Blade,,도검,11,39821,0,25,0,0.63,0.5,338,1,1,2,1,N,101050,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/11-2110.gif,N,소형,5b35917aa844441bf88b274b
Gaia Hammer,,둔기,11,46868,0,16,0,0.55,0.25,360,1,1,2,1,N,101051,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/11-2379.gif,N,중형,5b35917aa844441bf88b274c
Gaia Axe,,도끼,11,40580,0,19,0,0.55,0.55,350,1,1,2,1,N,101052,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/11-2380.gif,N,중형,5b35917aa844441bf88b274d
Gaia Spear,,장창,11,12823,0,20,0,0.58,0.55,312,1,1,2,1,N,101053,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/11-2460.gif,N,소형,5b35917aa844441bf88b274e
Gaia Halberd,,미늘창,11,7673,0,14,0,0.52,0,307,1,1,2,1,N,101054,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/11-2480.gif,N,중형,5b35917aa844441bf88b274f
Ultimate Sword,,도검,12,49784,0,40,0,0.7,0.48,350,1,1,2,1,N,101055,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/Ultimate_Sword_02.gif,N,소형,5b35917aa844441bf88b2750
Ultimate Hammer,,둔기,12,57933,0,20,0,0.6,0.3,380,1,1,2,1,N,101056,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/Ultimate_Hammer_02.gif,N,중형,5b35917aa844441bf88b2751
Ultimate Axe,,도끼,12,49363,0,28,0,0.65,0.55,370,1,1,2,1,N,101057,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/Ultimate_Axe_02.gif,N,중형,5b35917aa844441bf88b2752
Ultimate Spear,,장창,12,13847,0,25,0,0.6,0.6,330,1,1,2,1,N,101058,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/Ultimate_Spear_02.gif,N,소형,5b35917aa844441bf88b2753
Ultimate Halberd,,미늘창,12,9349,0,20,0,0.55,0,320,1,1,2,1,N,101059,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/Ultimate_Halberd_02.gif,N,소형,5b35917aa844441bf88b2754
Heavenly Sword,,도검,12,52357,0,38,0,0.72,0.48,367,57,1,2,1,N,101060,/resource/img/CB053.gif,N,소형,5b67e9944964f6063c5cec32
ChainSaw Edge(크리티컬용),0,도검,8,42430,0,66,0,0,0,0,0,1,2,1,N,102000,/resource/img/CB001.gif,Y,소형,5b90e1b8a46ae260f8ea7219
Armament Axe,0,도끼,8,41262,0,44,0,0,0,0,0,1,2,1,N,102001,/resource/img/CB002.gif,Y,중형,5b90e1b8a46ae260f8ea721a
Western Blade,0,도검,9,39584,0,0,0,0,0,0,0,1,2,1,N,102002,/resource/img/CB007.gif,Y,중형,5b90e1b8a46ae260f8ea721b
Western Blade/Fire,0,도검,9,32655,0,0,0,0,0,0,0,1,2,1,N,102003,/resource/img/CB007.gif,Y,중형,5b90e1b8a46ae260f8ea721c
Armament Axe,0,도끼,9,54205,0,0,0,0,0,0,0,1,2,1,N,102004,/resource/img/CB002.gif,Y,중형,5b90e1b8a46ae260f8ea721d
Moon scythe,0,미늘창,9,8139,0,30,0,0,0,0,0,1,2,1,N,102005,/resource/img/CB010.gif,Y,중형,5b90e1b8a46ae260f8ea721e
월아,0,장창,9,3744,0,0,0,0,0,0,0,1,2,1,N,102006,/resource/img/CB017.gif,Y,중형,5b90e1b8a46ae260f8ea721f
Deathly Blade Ignition,0,도검,10,54152,0,22,0,0,0,0,0,1,2,1,N,102007,/resource/img/CB006.gif,Y,중형,5b90e1b8a46ae260f8ea7220
Brilliance Edge,0,도검,10,55478,0,20,0,0,0,0,0,1,2,1,N,102008,/resource/img/CB013.gif,Y,중형,5b90e1b8a46ae260f8ea7221
Lightning Sword,0,도검,10,52378,0,50,0,0,0,0,0,1,2,1,N,102009,/resource/img/CB012.gif,Y,중형,5b90e1b8a46ae260f8ea7222
Death Bloody Axe,0,도끼,10,68008,0,23,0,0,0,0,0,1,2,1,N,102010,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/13.gif,Y,중형,5b90e1b8a46ae260f8ea7223
Giga Metal HeavyAxe,0,도끼,10,55186,0,23,0,0,0,0,0,1,2,1,N,102011,/resource/img/CB008.gif,Y,대형,5b90e1b8a46ae260f8ea7224
Battle Crasher,0,둔기,10,61572,0,10,0,0,0,0,0,1,2,1,N,102012,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/13.gif,Y,대형,5b90e1b8a46ae260f8ea7225
Axis T halberd,0,미늘창,10,14628,0,18,0,0,0,0,0,1,2,1,N,102013,/resource/img/CB004.gif,Y,중형,5b90e1b8a46ae260f8ea7226
Blue Genocide,0,미늘창,10,11914,0,24,0,0,0,0,0,1,2,1,N,102014,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/13.gif,Y,중형,5b90e1b8a46ae260f8ea7227
Gungnir,0,장창,10,20317,0,30,0,0,0,0,0,1,2,1,N,102015,/resource/img/CB011.gif,Y,중형,5b90e1b8a46ae260f8ea7228
Zephyr,0,장창,10,4112,0,0,0,0,0,0,0,1,2,1,N,102016,/resource/img/CB005.gif,Y,중형,5b90e1b8a46ae260f8ea7229
