item_nm,cost,item_dtl_dv,tier,dmg,dfs,cri,con,accuracy_rate,point_rate,weight,speed,ctype(분류),stype1(원근부위),stype2(성별),clyn,order,img_src,illegal,size,_id
[CL] Giga Metal HeavyAxe,0,도끼,9,52406,0,23,0,0.63,0.45,0,26,1,2,1,Y,8,/resource/img/CB008.gif,Y,대형,5b48669e0c8b05387043e46b
[CL] Hammer Head,0,둔기,9,63882,0,15,0,0.55,0.65,0,17,1,2,1,Y,9,/resource/img/CB009.gif,Y,대형,5b48669e0c8b05387043e46c
[CL] Moon scythe,0,미늘창,9,9614,0,30,0,0.54,0,0,27,1,2,1,Y,10,/resource/img/CB010.gif,Y,중형,5b48669e0c8b05387043e46d
[CL] Gungnir,0,장창,9,5156,0,30,0,1,1,0,54,1,2,1,Y,11,/resource/img/CB011.gif,Y,중형,5b48669e0c8b05387043e46e
[CL] Lightning Sword,0,도검,10,61309,0,50,0,0.3,0.65,0,75,1,2,1,Y,12,/resource/img/CB012.gif,Y,중형,5b48669e0c8b05387043e46f
[CL] Brilliance Edge,0,도검,10,65363,0,20,0,0.36,0.65,0,57,1,2,1,Y,13,/resource/img/CB013.gif,Y,중형,5b48669e0c8b05387043e470
[CL] Photon Axe,0,도끼,10,68880,0,33,0,0.71,0.5,0,20,1,2,1,Y,14,/resource/img/CB014.gif,Y,중형,5b48669e0c8b05387043e471
[CL] Bron Crusher,0,둔기,10,77695,0,21,0,0.67,0.5,0,19,1,2,1,Y,15,/resource/img/CB015.gif,Y,중형,5b48669e0c8b05387043e472
[CL] Bloody Scythe,0,미늘창,10,11943,0,30,0,0.54,0,0,27,1,2,1,Y,16,/resource/img/CB016.gif,Y,중형,5b48669e0c8b05387043e473
[CL] 베라모스 블레이드,0,도검,5,12713,0,27,0,0.73,0.5,75,75,1,2,1,Y,17,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/31.gif,N,소형,5b359607ce52634c605eb9f5
[CL] 월아,0,장창,10,3670,0,0,0,0.62,0.6,0,109,1,2,1,Y,17,/resource/img/CB017.gif,Y,중형,5b48669e0c8b05387043e474
[CL] 베라모스 스피어,0,장창,5,4000,0,25,0,0.7,0.6,68,75,1,2,1,Y,18,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/4001.gif,N,소형,5b359607ce52634c605eb9f6
[CL] 베라모스 메이스,0,둔기,5,13080,0,27,0,0.65,0.4,108,27,1,2,1,Y,19,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/130.gif,N,중형,5b359607ce52634c605eb9f7
[CL] 베라모스 엑스,0,도끼,5,10877,0,30,0,0.69,0.45,95,35,1,2,1,Y,20,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/132.gif,N,중형,5b359607ce52634c605eb9f8
[CL] 처형자의 검,0,도검,6,26015,0,24,0,0.7,0.5,98,75,1,2,1,Y,21,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/34.gif,N,소형,5b359607ce52634c605eb9f9
[CL] 처형자의 창,0,장창,6,7707,0,24,0,0.68,0.55,75,75,1,2,1,Y,22,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/135.gif,N,소형,5b359607ce52634c605eb9fa
[CL] 언월도,0,미늘창,6,4949,0,21,0,0.65,0,110,32,1,2,1,Y,23,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/4002.gif,N,중형,5b359607ce52634c605eb9fb
[CL] 처형자의 해머,0,둔기,6,30853,0,20,0,0.63,0.35,150,25,1,2,1,Y,25,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/4063.gif,N,중형,5b359607ce52634c605eb9fc
[CL] 처형자의 도끼,0,도끼,6,25122,0,27,0,0.67,0.4,130,35,1,2,1,Y,26,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/4004.gif,N,중형,5b359607ce52634c605eb9fd
[CL] 청룡창,0,장창,7,9653,0,22,0,0.65,0.6,99,70,1,2,1,Y,27,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/4064.gif,N,소형,5b359607ce52634c605eb9fe
[CL] 청룡언월도,0,미늘창,7,6206,0,17,0,0.6,0,125,32,1,2,1,Y,28,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/4002.gif,N,중형,5b359607ce52634c605eb9ff
[CL] 청룡해머,0,둔기,7,38917,0,18,0,0.6,0.3,210,23,1,2,1,Y,30,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/134.gif,N,중형,5b359607ce52634c605eba00
[CL] 청룡검,0,도검,7,32549,0,23,0,0.67,0.6,135,70,1,2,1,Y,31,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/4065.gif,N,소형,5b359607ce52634c605eba01
[CL] 청룡도끼,0,도끼,7,32251,0,24,0,0.64,0.45,170,31,1,2,1,Y,32,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/4062.gif,N,중형,5b359607ce52634c605eba02
[CL] 노틸러스 스피어,0,장창,8,12066,0,21,0,0.62,0.6,130,70,1,2,1,Y,33,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/156.gif,N,소형,5b359607ce52634c605eba03
[CL] 노틸러스 해머,0,둔기,8,49951,0,16,0,0.57,0.3,250,19,1,2,1,Y,34,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/157.gif,N,중형,5b359607ce52634c605eba04
[CL] 노틸러스 소드,0,도검,8,40656,0,22,0,0.64,0.65,160,70,1,2,1,Y,35,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/159.gif,N,소형,5b359607ce52634c605eba05
[CL] 노틸러스 엑스,0,도끼,8,41346,0,23,0,0.61,0.4,215,27,1,2,1,Y,36,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/158.gif,N,중형,5b359607ce52634c605eba06
[CL] 노틸러스 핼버드,0,미늘창,8,7763,0,16,0,0.56,0,198,30,1,2,1,Y,37,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/160.gif,N,중형,5b359607ce52634c605eba07
[CL] Deathly Lance,0,장창,9,14788,0,20,0,0.61,0.5,180,66,1,2,1,Y,39,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/331.gif,N,소형,5b359607ce52634c605eba08
[CL] Deathly Hammer,0,둔기,9,62367,0,16,0,0.56,0.3,320,17,1,2,1,Y,40,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/328.gif,N,중형,5b359607ce52634c605eba09
[CL] Deathly Blade,0,도검,9,50856,0,22,0,0.63,0.55,195,66,1,2,1,Y,41,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/329.gif,N,소형,5b359607ce52634c605eba0a
[CL] Deathly Axe,0,도끼,9,51874,0,22,0,0.6,0.5,270,24,1,2,1,Y,42,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/330.gif,N,중형,5b359607ce52634c605eba0b
[CL] Deathly Harvester,0,미늘창,9,9520,0,15,0,0.54,0,220,27,1,2,1,Y,43,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/4003.gif,N,중형,5b359607ce52634c605eba0c
[CL] the Spear of SIN,0,장창,10,18174,0,20,0,0.6,0.55,240,60,1,2,1,Y,45,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/388.gif,N,소형,5b359607ce52634c605eba0d
[CL] the Mace of SIN,0,둔기,10,77253,0,15,0,0.55,0.25,360,16,1,2,1,Y,46,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/392.gif,N,중형,5b359607ce52634c605eba0e
[CL] the Sword of SIN,0,도검,10,62332,0,22,0,0.62,0.5,260,60,1,2,1,Y,47,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/401.gif,N,소형,5b359607ce52634c605eba0f
[CL] the AXE of SIN,0,도끼,10,65080,0,21,0,0.59,0.55,320,21,1,2,1,Y,48,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/402.gif,N,중형,5b359607ce52634c605eba10
[CL] the Weapon of SIN,0,미늘창,10,11706,0,14,0,0.52,0,320,25,1,2,1,Y,49,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/wp3_33.gif,N,중형,5b359607ce52634c605eba11
