item_nm,cost,item_dtl_dv,tier,dmg,dfs,cri,con,accuracy_rate,point_rate,weight,speed,ctype(분류),stype1(원근부위),stype2(성별),clyn,order,img_src,illegal,size,_id
[CL] 노틸러스 핼버드,0,미늘창,8,7763,0,16,0,0.56,0,198,30,1,2,1,Y,327,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/160.gif,N,중형,5b359607ce52634c605eba07
[CL] Deathly Blade Ignition,0,도검,9,51423,0,22,0,0.62,0.65,0,60,1,2,1,Y,328,/resource/img/CB006.gif,Y,중형,5b48669e0c8b05387043e469
[CL] Western Blade,0,도검,9,61787,0,0,0,0.36,0.65,0,46,1,2,1,Y,329,/resource/img/CB007.gif,Y,중형,5b48669e0c8b05387043e46a
[CL] Giga Metal HeavyAxe,0,도끼,9,52406,0,23,0,0.63,0.45,0,26,1,2,1,Y,330,/resource/img/CB008.gif,Y,대형,5b48669e0c8b05387043e46b
[CL] Hammer Head,0,둔기,9,63882,0,15,0,0.55,0.65,0,17,1,2,1,Y,331,/resource/img/CB009.gif,Y,대형,5b48669e0c8b05387043e46c
[CL] Moon scythe,0,미늘창,9,9614,0,30,0,0.54,0,0,27,1,2,1,Y,332,/resource/img/CB010.gif,Y,중형,5b48669e0c8b05387043e46d
[CL] Gungnir,0,장창,9,5156,0,30,0,1,1,0,54,1,2,1,Y,333,/resource/img/CB011.gif,Y,중형,5b48669e0c8b05387043e46e
[CL] Deathly Lance,0,장창,9,14788,0,20,0,0.61,0.5,180,66,1,2,1,Y,334,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/331.gif,N,소형,5b359607ce52634c605eba08
[CL] Deathly Hammer,0,둔기,9,62367,0,16,0,0.56,0.3,320,17,1,2,1,Y,335,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/328.gif,N,중형,5b359607ce52634c605eba09
[CL] Deathly Blade,0,도검,9,50856,0,22,0,0.63,0.55,195,66,1,2,1,Y,336,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/329.gif,N,소형,5b359607ce52634c605eba0a
[CL] Deathly Axe,0,도끼,9,51874,0,22,0,0.6,0.5,270,24,1,2,1,Y,337,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/330.gif,N,중형,5b359607ce52634c605eba0b
[CL] Deathly Harvester,0,미늘창,9,9520,0,15,0,0.54,0,220,27,1,2,1,Y,338,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/4003.gif,N,중형,5b359607ce52634c605eba0c
[CL] Lightning Sword,0,도검,10,61309,0,50,0,0.3,0.65,0,75,1,2,1,Y,339,/resource/img/CB012.gif,Y,중형,5b48669e0c8b05387043e46f
[CL] Brilliance Edge,0,도검,10,65363,0,20,0,0.36,0.65,0,57,1,2,1,Y,340,/resource/img/CB013.gif,Y,중형,5b48669e0c8b05387043e470
[CL] Photon Axe,0,도끼,10,68880,0,33,0,0.71,0.5,0,20,1,2,1,Y,341,/resource/img/CB014.gif,Y,중형,5b48669e0c8b05387043e471
[CL] Bron Crusher,0,둔기,10,77695,0,21,0,0.67,0.5,0,19,1,2,1,Y,342,/resource/img/CB015.gif,Y,중형,5b48669e0c8b05387043e472
[CL] Bloody Scythe,0,미늘창,10,11943,0,30,0,0.54,0,0,27,1,2,1,Y,343,/resource/img/CB016.gif,Y,중형,5b48669e0c8b05387043e473
[CL] 월아,0,장창,10,3670,0,0,0,0.62,0.6,0,109,1,2,1,Y,344,/resource/img/CB017.gif,Y,중형,5b48669e0c8b05387043e474
[CL] the Spear of SIN,0,장창,10,18174,0,20,0,0.6,0.55,240,60,1,2,1,Y,345,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/388.gif,N,소형,5b359607ce52634c605eba0d
[CL] the Mace of SIN,0,둔기,10,77253,0,15,0,0.55,0.25,360,16,1,2,1,Y,346,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/392.gif,N,중형,5b359607ce52634c605eba0e
[CL] the Sword of SIN,0,도검,10,62332,0,22,0,0.62,0.5,260,60,1,2,1,Y,347,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/401.gif,N,소형,5b359607ce52634c605eba0f
[CL] the AXE of SIN,0,도끼,10,65080,0,21,0,0.59,0.55,320,21,1,2,1,Y,348,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/402.gif,N,중형,5b359607ce52634c605eba10
[CL] the Weapon of SIN,0,미늘창,10,11706,0,14,0,0.52,0,320,25,1,2,1,Y,349,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/wp3_33.gif,N,중형,5b359607ce52634c605eba11
