item_nm,cost,item_dtl_dv,tier,dmg,dfs,cri,con,accuracy_rate,point_rate,weight,speed,ctype(분류),stype1(원근부위),stype2(성별),clyn,order,img_src,illegal,size,_id
[CL] H&K UMP45 Custom,0,기관총,9,5818,0,13,0,0.3,0.65,70,300,1,1,1,Y,459,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/336.gif,N,소형,5b4709f049f2612ca8c8bfa1
[CL] H&K XM320/HEAT,0,돌격소총,9,1866,0,13,0,0.26,0.6,120,300,1,1,1,Y,460,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/346.gif,N,중형,5b4709f049f2612ca8c8bfa2
[CL] H&K XM320/AntiTank,0,돌격소총,9,1736,0,13,0,0.26,0.6,120,300,1,1,1,Y,461,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/346.gif,N,중형,5b4709f049f2612ca8c8bfa3
[CL] Assault Shooting Star,0,중화기,9,1712,0,5,0,0.12,0.25,180,300,1,1,1,Y,462,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/4107.gif,N,중형,5b4709f049f2612ca8c8bfa4
[CL] AT-4,0,중화기,9,323,0,5,0,0.12,0.1,210,9,1,1,1,Y,463,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/217.gif,N,중형,5b4709f049f2612ca8c8bfa5
[CL] Eagle Sniper,0,저격소총,10,114166,0,20,0,0.45,0.75,0,23,1,1,1,Y,464,/resource/img/CB031.gif,Y,대형,5b4c1deb30df4d2d30bd632b
[CL] H&K XM8 Full Burst,0,돌격소총,10,10234,0,13,0,0.26,0.6,0,300,1,1,1,Y,465,/resource/img/CB032.gif,Y,소형,5b4c1deb30df4d2d30bd632c
[CL] Rail Burster,0,지원화기,10,13126,0,13,0,0.3,0.55,0,400,1,1,1,Y,466,/resource/img/CB033.gif,Y,중형,5b4c1deb30df4d2d30bd632d
[CL] Lase Blaster-Blue,0,특수화기,10,4169,0,15,0,0.3,0.8,0,80,1,1,1,Y,467,/resource/img/CB034.gif,Y,중형,5b4c1deb30df4d2d30bd632e
[CL] Claymore Blaster(Replica),0,샷건,10,4322,0,13,0,0.13,0.85,0,240,1,1,1,Y,468,/resource/img/CB035.gif,Y,중형,5b4c1deb30df4d2d30bd632f
[CL] Eternal Flame,0,중화기,10,5839,0,5,0,0.5,0.22,0,300,1,1,1,Y,469,/resource/img/CB036.gif,Y,중형,5b4c1deb30df4d2d30bd6330
[CL] Desert Eagle 50 Custom,0,권총,10,33201,0,17,0,0.27,0.5,80,29,1,1,1,Y,470,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/420.gif,N,소형,5b4709f049f2612ca8c8bfa6
[CL] H&K G11,0,기관단총,10,7161,0,12,0,0.28,0.7,95,300,1,1,1,Y,471,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/445.gif,N,소형,5b4709f049f2612ca8c8bfa7
[CL] M82A1 Barett,0,저격소총,10,55269,0,14,0,0.32,0.65,170,23,1,1,1,Y,472,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/431.gif,N,중형,5b4709f049f2612ca8c8bfa8
[CL] Assault Meteoric Star,0,중화기,10,2120,0,5,0,0.11,0.25,215,300,1,1,1,Y,473,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/455.gif,N,중형,5b4709f049f2612ca8c8bfa9
[CL] Franchi Rapter,0,샷건,10,6740,0,12,0,0.14,0.2,190,29,1,1,1,Y,474,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/444_1.gif,N,중형,5b4709f049f2612ca8c8bfaa
[CL] FN SCAR-H EGLM/HEAT,0,돌격소총,10,2313,0,13,0,0.25,0.35,165,240,1,1,1,Y,475,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/451_1.gif,N,중형,5b4709f049f2612ca8c8bfab
[CL] FN SCAR-H EGLM/AntiTank,0,돌격소총,10,2160,0,13,0,0.25,0.35,165,240,1,1,1,Y,476,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/451_1.gif,N,중형,5b4709f049f2612ca8c8bfac
[CL] XM307,0,중화기,10,572,0,5,0,0.6,0.2,330,80,1,1,1,Y,477,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/11.png,N,중형,5b4709f049f2612ca8c8bfad
